dt,c,ma
2012-02-15D19:00:00.000000000,1.56998,1.57019
2012-02-15D19:30:00.000000000,1.56903,1.569803
2012-02-15D20:00:00.000000000,1.56914,1.569582
2012-02-15D20:30:00.000000000,1.56988,1.569681
2012-02-15D21:00:00.000000000,1.56957,1.569644
2012-02-15D21:30:00.000000000,1.5693,1.56953
2012-02-15D22:00:00.000000000,1.56882,1.569293
2012-02-15D22:30:00.000000000,1.56886,1.569149
2012-02-15D23:00:00.000000000,1.56883,1.569042
2012-02-15D23:30:00.000000000,1.56837,1.568818
2012-02-16D00:00:00.000000000,1.56839,1.568676
2012-02-16D00:30:00.000000000,1.56865,1.568667
2012-02-16D01:00:00.000000000,1.56819,1.568508
2012-02-16D01:30:00.000000000,1.56808,1.568365
2012-02-16D02:00:00.000000000,1.56658,1.56777
2012-02-16D02:30:00.000000000,1.5673,1.567613
2012-02-16D03:00:00.000000000,1.56706,1.567429
2012-02-16D03:30:00.000000000,1.56773,1.567529
2012-02-16D04:00:00.000000000,1.56757,1.567543
2012-02-16D04:30:00.000000000,1.56696,1.567349
2012-02-16D05:00:00.000000000,1.56677,1.567156
2012-02-16D05:30:00.000000000,1.5668,1.567037
2012-02-16D06:00:00.000000000,1.567,1.567025
2012-02-16D06:30:00.000000000,1.56676,1.566937
2012-02-16D07:00:00.000000000,1.56734,1.567071
2012-02-16D07:30:00.000000000,1.56875,1.567631
2012-02-16D08:00:00.000000000,1.56691,1.56739
2012-02-16D08:30:00.000000000,1.56752,1.567434
2012-02-16D09:00:00.000000000,1.56743,1.567432
2012-02-16D09:30:00.000000000,1.56754,1.567468
2012-02-16D10:00:00.000000000,1.56796,1.567632
2012-02-16D10:30:00.000000000,1.56775,1.567671
2012-02-16D11:00:00.000000000,1.56745,1.567598
2012-02-16D11:30:00.000000000,1.568,1.567732
2012-02-16D12:00:00.000000000,1.56788,1.567781
2012-02-16D12:30:00.000000000,1.56655,1.567371
2012-02-16D13:00:00.000000000,1.56697,1.567237
2012-02-16D13:30:00.000000000,1.56729,1.567255
2012-02-16D14:00:00.000000000,1.56933,1.567947
2012-02-16D14:30:00.000000000,1.57014,1.568678
2012-02-16D15:00:00.000000000,1.57505,1.570802
2012-02-16D15:30:00.000000000,1.57482,1.572141
2012-02-16D16:00:00.000000000,1.57534,1.573207
2012-02-16D16:30:00.000000000,1.57937,1.575262
2012-02-16D17:00:00.000000000,1.57906,1.576528
2012-02-16D17:30:00.000000000,1.57832,1.577125
2012-02-16D18:00:00.000000000,1.57895,1.577733
2012-02-16D18:30:00.000000000,1.57908,1.578182
2012-02-16D19:00:00.000000000,1.58029,1.578885
2012-02-16D19:30:00.000000000,1.5801,1.57929
2012-02-16D20:00:00.000000000,1.58007,1.57955
2012-02-16D20:30:00.000000000,1.58033,1.57981
2012-02-16D21:00:00.000000000,1.58023,1.57995
2012-02-16D21:30:00.000000000,1.57997,1.579957
2012-02-16D22:00:00.000000000,1.57934,1.579751
2012-02-16D22:30:00.000000000,1.58041,1.579971
2012-02-16D23:00:00.000000000,1.58056,1.580167
2012-02-16D23:30:00.000000000,1.5804,1.580245
2012-02-17D00:00:00.000000000,1.58064,1.580377
2012-02-17D00:30:00.000000000,1.58099,1.580581
2012-02-17D01:00:00.000000000,1.58075,1.580637
2012-02-17D01:30:00.000000000,1.58132,1.580865
2012-02-17D02:00:00.000000000,1.58054,1.580757
2012-02-17D02:30:00.000000000,1.58059,1.580701
2012-02-17D03:00:00.000000000,1.5804,1.580601
2012-02-17D03:30:00.000000000,1.58048,1.58056
2012-02-17D04:00:00.000000000,1.58045,1.580524
2012-02-17D04:30:00.000000000,1.58055,1.580532
2012-02-17D05:00:00.000000000,1.58066,1.580575
2012-02-17D05:30:00.000000000,1.58037,1.580507
2012-02-17D06:00:00.000000000,1.57972,1.580244
2012-02-17D06:30:00.000000000,1.57941,1.579966
2012-02-17D07:00:00.000000000,1.57996,1.579964
2012-02-17D07:30:00.000000000,1.58068,1.580203
2012-02-17D08:00:00.000000000,1.57929,1.579899
2012-02-17D08:30:00.000000000,1.57972,1.579839
2012-02-17D09:00:00.000000000,1.58187,1.580516
2012-02-17D09:30:00.000000000,1.58515,1.582061
2012-02-17D10:00:00.000000000,1.58402,1.582714
2012-02-17D10:30:00.000000000,1.58412,1.583183
2012-02-17D11:00:00.000000000,1.58464,1.583668
2012-02-17D11:30:00.000000000,1.58292,1.583419
2012-02-17D12:00:00.000000000,1.58381,1.583549
2012-02-17D12:30:00.000000000,1.58483,1.583976
2012-02-17D13:00:00.000000000,1.58408,1.584011
2012-02-17D13:30:00.000000000,1.58164,1.583221
2012-02-17D14:00:00.000000000,1.5831,1.58318
2012-02-17D14:30:00.000000000,1.58139,1.582584
2012-02-17D15:00:00.000000000,1.58147,1.582212
2012-02-17D15:30:00.000000000,1.58147,1.581965
2012-02-17D16:00:00.000000000,1.58114,1.58169
2012-02-17D16:30:00.000000000,1.58132,1.581567
2012-02-17D17:00:00.000000000,1.58225,1.581794
2012-02-17D17:30:00.000000000,1.58338,1.582323
2012-02-17D18:00:00.000000000,1.58284,1.582495
2012-02-17D18:30:00.000000000,1.58311,1.5827
2012-02-17D19:00:00.000000000,1.58344,1.582947
2012-02-17D19:30:00.000000000,1.58418,1.583358
2012-02-17D20:00:00.000000000,1.58354,1.583419
2012-02-17D20:30:00.000000000,1.58332,1.583386
2012-02-17D21:00:00.000000000,1.58347,1.583414
2012-02-17D21:30:00.000000000,1.58441,1.583746
2012-02-19D22:00:00.000000000,1.58493,1.584141
2012-02-19D22:30:00.000000000,1.58593,1.584737
2012-02-19D23:00:00.000000000,1.58658,1.585351
2012-02-19D23:30:00.000000000,1.58642,1.585708
2012-02-20D00:00:00.000000000,1.5871,1.586172
2012-02-20D00:30:00.000000000,1.58774,1.586694
2012-02-20D01:00:00.000000000,1.58729,1.586893
2012-02-20D01:30:00.000000000,1.58747,1.587085
2012-02-20D02:00:00.000000000,1.58759,1.587254
2012-02-20D02:30:00.000000000,1.58739,1.587299
2012-02-20D03:00:00.000000000,1.58778,1.587459
2012-02-20D03:30:00.000000000,1.58776,1.58756
2012-02-20D04:00:00.000000000,1.58753,1.58755
2012-02-20D04:30:00.000000000,1.58747,1.587523
2012-02-20D05:00:00.000000000,1.58717,1.587405
2012-02-20D05:30:00.000000000,1.5872,1.587337
2012-02-20D06:00:00.000000000,1.58743,1.587368
2012-02-20D06:30:00.000000000,1.58718,1.587305
2012-02-20D07:00:00.000000000,1.58562,1.586744
2012-02-20D07:30:00.000000000,1.58597,1.586486
2012-02-20D08:00:00.000000000,1.58592,1.586297
2012-02-20D08:30:00.000000000,1.58515,1.585915
2012-02-20D09:00:00.000000000,1.5862,1.58601
2012-02-20D09:30:00.000000000,1.58597,1.585997
2012-02-20D10:00:00.000000000,1.58511,1.585701
2012-02-20D10:30:00.000000000,1.58468,1.585361
2012-02-20D11:00:00.000000000,1.58771,1.586144
2012-02-20D11:30:00.000000000,1.58717,1.586486
2012-02-20D12:00:00.000000000,1.58619,1.586387
2012-02-20D12:30:00.000000000,1.58643,1.586401
2012-02-20D13:00:00.000000000,1.58681,1.586538
2012-02-20D13:30:00.000000000,1.58635,1.586475
2012-02-20D14:00:00.000000000,1.58593,1.586293
2012-02-20D14:30:00.000000000,1.58487,1.585819
2012-02-20D15:00:00.000000000,1.58598,1.585873
2012-02-20D15:30:00.000000000,1.58697,1.586238
2012-02-20D16:00:00.000000000,1.58629,1.586256
2012-02-20D16:30:00.000000000,1.58491,1.585807
2012-02-20D17:00:00.000000000,1.58473,1.585448
2012-02-20D17:30:00.000000000,1.5846,1.585165
2012-02-20D18:00:00.000000000,1.58495,1.585094
2012-02-20D18:30:00.000000000,1.58489,1.585026
2012-02-20D19:00:00.000000000,1.58479,1.584947
2012-02-20D19:30:00.000000000,1.58416,1.584685
2012-02-20D20:00:00.000000000,1.58479,1.58472
2012-02-20D20:30:00.000000000,1.58471,1.584717
2012-02-20D21:00:00.000000000,1.58469,1.584708
2012-02-20D21:30:00.000000000,1.58485,1.584755
2012-02-20D22:00:00.000000000,1.58446,1.584657
2012-02-20D22:30:00.000000000,1.58384,1.584385
2012-02-20D23:00:00.000000000,1.58231,1.583693
2012-02-20D23:30:00.000000000,1.58278,1.583389
2012-02-21D00:00:00.000000000,1.5827,1.583159
2012-02-21D00:30:00.000000000,1.58291,1.583076
2012-02-21D01:00:00.000000000,1.58251,1.582887
2012-02-21D01:30:00.000000000,1.58222,1.582665
2012-02-21D02:00:00.000000000,1.58198,1.582437
2012-02-21D02:30:00.000000000,1.58374,1.582871
2012-02-21D03:00:00.000000000,1.58466,1.583467
2012-02-21D03:30:00.000000000,1.58399,1.583642
2012-02-21D04:00:00.000000000,1.58405,1.583778
2012-02-21D04:30:00.000000000,1.58496,1.584172
2012-02-21D05:00:00.000000000,1.58514,1.584495
2012-02-21D05:30:00.000000000,1.5854,1.584796
2012-02-21D06:00:00.000000000,1.58559,1.585061
2012-02-21D06:30:00.000000000,1.58579,1.585304
2012-02-21D07:00:00.000000000,1.58442,1.585009
2012-02-21D07:30:00.000000000,1.58581,1.585276
2012-02-21D08:00:00.000000000,1.58421,1.584921
2012-02-21D08:30:00.000000000,1.58517,1.585004
2012-02-21D09:00:00.000000000,1.58455,1.584853
2012-02-21D09:30:00.000000000,1.58439,1.584698
2012-02-21D10:00:00.000000000,1.58184,1.583746
2012-02-21D10:30:00.000000000,1.58107,1.582854
2012-02-21D11:00:00.000000000,1.58064,1.582116
2012-02-21D11:30:00.000000000,1.5801,1.581444
2012-02-21D12:00:00.000000000,1.5814,1.581429
2012-02-21D12:30:00.000000000,1.58148,1.581446
2012-02-21D13:00:00.000000000,1.58065,1.581181
2012-02-21D13:30:00.000000000,1.57879,1.580384
2012-02-21D14:00:00.000000000,1.57979,1.580186
2012-02-21D14:30:00.000000000,1.57838,1.579584
2012-02-21D15:00:00.000000000,1.57893,1.579366
2012-02-21D15:30:00.000000000,1.58194,1.580224
2012-02-21D16:00:00.000000000,1.58028,1.580243
2012-02-21D16:30:00.000000000,1.57949,1.579992
2012-02-21D17:00:00.000000000,1.58048,1.580155
2012-02-21D17:30:00.000000000,1.57951,1.57994
2012-02-21D18:00:00.000000000,1.58022,1.580033
2012-02-21D18:30:00.000000000,1.57864,1.579569
2012-02-21D19:00:00.000000000,1.57889,1.579342
2012-02-21D19:30:00.000000000,1.57841,1.579032
2012-02-21D20:00:00.000000000,1.57818,1.578748
2012-02-21D20:30:00.000000000,1.5781,1.578532
2012-02-21D21:00:00.000000000,1.57843,1.578498
2012-02-21D21:30:00.000000000,1.57773,1.578242
2012-02-21D22:00:00.000000000,1.57771,1.578065
2012-02-21D22:30:00.000000000,1.5779,1.57801
2012-02-21D23:00:00.000000000,1.5783,1.578106
2012-02-21D23:30:00.000000000,1.57903,1.578414
2012-02-22D00:00:00.000000000,1.57802,1.578283
2012-02-22D00:30:00.000000000,1.57774,1.578102
2012-02-22D01:00:00.000000000,1.57668,1.577628
2012-02-22D01:30:00.000000000,1.57681,1.577355
2012-02-22D02:00:00.000000000,1.57754,1.577417
2012-02-22D02:30:00.000000000,1.57696,1.577265
2012-02-22D03:00:00.000000000,1.57765,1.577393
2012-02-22D03:30:00.000000000,1.57867,1.577819
2012-02-22D04:00:00.000000000,1.57842,1.578019
2012-02-22D04:30:00.000000000,1.57821,1.578083
2012-02-22D05:00:00.000000000,1.57798,1.578049
2012-02-22D05:30:00.000000000,1.57898,1.578359
2012-02-22D06:00:00.000000000,1.579,1.578573
2012-02-22D06:30:00.000000000,1.57927,1.578805
2012-02-22D07:00:00.000000000,1.57898,1.578863
2012-02-22D07:30:00.000000000,1.58032,1.579349
2012-02-22D08:00:00.000000000,1.5773,1.578666
2012-02-22D08:30:00.000000000,1.5773,1.578211
2012-02-22D09:00:00.000000000,1.57744,1.577954
2012-02-22D09:30:00.000000000,1.57022,1.575376
2012-02-22D10:00:00.000000000,1.57175,1.574167
2012-02-22D10:30:00.000000000,1.57225,1.573528
2012-02-22D11:00:00.000000000,1.57112,1.572725
2012-02-22D11:30:00.000000000,1.57006,1.571837
2012-02-22D12:00:00.000000000,1.56871,1.570795
2012-02-22D12:30:00.000000000,1.56768,1.569756
2012-02-22D13:00:00.000000000,1.56694,1.568818
2012-02-22D13:30:00.000000000,1.56753,1.568388
2012-02-22D14:00:00.000000000,1.56599,1.567589
2012-02-22D14:30:00.000000000,1.56603,1.567069
2012-02-22D15:00:00.000000000,1.56734,1.56716
2012-02-22D15:30:00.000000000,1.5668,1.56704
2012-02-22D16:00:00.000000000,1.56811,1.567396
2012-02-22D16:30:00.000000000,1.56759,1.567461
2012-02-22D17:00:00.000000000,1.56713,1.567351
2012-02-22D17:30:00.000000000,1.56634,1.567014
2012-02-22D18:00:00.000000000,1.56762,1.567216
2012-02-22D18:30:00.000000000,1.56797,1.567467
2012-02-22D19:00:00.000000000,1.56778,1.567571
2012-02-22D19:30:00.000000000,1.56719,1.567444
2012-02-22D20:00:00.000000000,1.56731,1.5674
2012-02-22D20:30:00.000000000,1.56671,1.56717
2012-02-22D21:00:00.000000000,1.56654,1.56696
2012-02-22D21:30:00.000000000,1.56676,1.566893
2012-02-22D22:00:00.000000000,1.56672,1.566835
2012-02-22D22:30:00.000000000,1.56678,1.566817
2012-02-22D23:00:00.000000000,1.56618,1.566605
2012-02-22D23:30:00.000000000,1.56695,1.56672
2012-02-23D00:00:00.000000000,1.56627,1.56657
2012-02-23D00:30:00.000000000,1.56562,1.566253
2012-02-23D01:00:00.000000000,1.56589,1.566132
2012-02-23D01:30:00.000000000,1.56622,1.566161
2012-02-23D02:00:00.000000000,1.56632,1.566214
2012-02-23D02:30:00.000000000,1.5668,1.56641
2012-02-23D03:00:00.000000000,1.56664,1.566486
2012-02-23D03:30:00.000000000,1.56725,1.566741
2012-02-23D04:00:00.000000000,1.56747,1.566984
2012-02-23D04:30:00.000000000,1.567,1.566989
2012-02-23D05:00:00.000000000,1.56707,1.567016
2012-02-23D05:30:00.000000000,1.56722,1.567084
2012-02-23D06:00:00.000000000,1.56732,1.567163
2012-02-23D06:30:00.000000000,1.56954,1.567955
2012-02-23D07:00:00.000000000,1.56952,1.568477
2012-02-23D07:30:00.000000000,1.56873,1.568561
2012-02-23D08:00:00.000000000,1.56987,1.568997
2012-02-23D08:30:00.000000000,1.56955,1.569182
2012-02-23D09:00:00.000000000,1.57057,1.569644
2012-02-23D09:30:00.000000000,1.5722,1.570496
2012-02-23D10:00:00.000000000,1.57096,1.570651
2012-02-23D10:30:00.000000000,1.57133,1.570877
2012-02-23D11:00:00.000000000,1.57167,1.571141
2012-02-23D11:30:00.000000000,1.57156,1.571281
2012-02-23D12:00:00.000000000,1.57147,1.571344
2012-02-23D12:30:00.000000000,1.57186,1.571516
2012-02-23D13:00:00.000000000,1.57201,1.571681
2012-02-23D13:30:00.000000000,1.57237,1.57191
2012-02-23D14:00:00.000000000,1.57035,1.57139
2012-02-23D14:30:00.000000000,1.56838,1.570387
2012-02-23D15:00:00.000000000,1.56983,1.570201
2012-02-23D15:30:00.000000000,1.57008,1.570161
2012-02-23D16:00:00.000000000,1.56985,1.570057
2012-02-23D16:30:00.000000000,1.56983,1.569981
2012-02-23D17:00:00.000000000,1.56985,1.569938
2012-02-23D17:30:00.000000000,1.57036,1.570078
2012-02-23D18:00:00.000000000,1.57112,1.570426
2012-02-23D18:30:00.000000000,1.57134,1.57073
2012-02-23D19:00:00.000000000,1.57154,1.571
2012-02-23D19:30:00.000000000,1.57151,1.57117
2012-02-23D20:00:00.000000000,1.57328,1.571873
2012-02-23D20:30:00.000000000,1.57333,1.572359
2012-02-23D21:00:00.000000000,1.57438,1.573033
2012-02-23D21:30:00.000000000,1.57455,1.573538
2012-02-23D22:00:00.000000000,1.57394,1.573672
2012-02-23D22:30:00.000000000,1.57449,1.573945
2012-02-23D23:00:00.000000000,1.57467,1.574187
2012-02-23D23:30:00.000000000,1.57416,1.574178
2012-02-24D00:00:00.000000000,1.57439,1.574248
2012-02-24D00:30:00.000000000,1.57482,1.574439
2012-02-24D01:00:00.000000000,1.57505,1.574643
2012-02-24D01:30:00.000000000,1.57438,1.574555
2012-02-24D02:00:00.000000000,1.57442,1.57451
2012-02-24D02:30:00.000000000,1.57432,1.574447
2012-02-24D03:00:00.000000000,1.57422,1.574371
2012-02-24D03:30:00.000000000,1.57414,1.574294
2012-02-24D04:00:00.000000000,1.57399,1.574193
2012-02-24D04:30:00.000000000,1.57439,1.574258
2012-02-24D05:00:00.000000000,1.57456,1.574359
2012-02-24D05:30:00.000000000,1.57354,1.574086
2012-02-24D06:00:00.000000000,1.57278,1.573651
2012-02-24D06:30:00.000000000,1.57351,1.573604
2012-02-24D07:00:00.000000000,1.57428,1.573829
2012-02-24D07:30:00.000000000,1.57292,1.573526
2012-02-24D08:00:00.000000000,1.57475,1.573934
2012-02-24D08:30:00.000000000,1.57765,1.575173
2012-02-24D09:00:00.000000000,1.57941,1.576585
2012-02-24D09:30:00.000000000,1.58052,1.577897
2012-02-24D10:00:00.000000000,1.58038,1.578725
2012-02-24D10:30:00.000000000,1.57954,1.578996
2012-02-24D11:00:00.000000000,1.5803,1.579431
2012-02-24D11:30:00.000000000,1.58004,1.579634
2012-02-24D12:00:00.000000000,1.57999,1.579753
2012-02-24D12:30:00.000000000,1.58053,1.580012
2012-02-24D13:00:00.000000000,1.5817,1.580574
2012-02-24D13:30:00.000000000,1.58293,1.58136
2012-02-24D14:00:00.000000000,1.58341,1.582043
2012-02-24D14:30:00.000000000,1.5855,1.583195
2012-02-24D15:00:00.000000000,1.58691,1.584434
2012-02-24D15:30:00.000000000,1.58561,1.584826
2012-02-24D16:00:00.000000000,1.586,1.585217
2012-02-24D16:30:00.000000000,1.58676,1.585731
2012-02-24D17:00:00.000000000,1.58734,1.586268
2012-02-24D17:30:00.000000000,1.587,1.586512
2012-02-24D18:00:00.000000000,1.58865,1.587225
2012-02-24D18:30:00.000000000,1.58813,1.587526
2012-02-24D19:00:00.000000000,1.58725,1.587434
2012-02-24D19:30:00.000000000,1.5886,1.587823
2012-02-24D20:00:00.000000000,1.58843,1.588025
2012-02-24D20:30:00.000000000,1.58984,1.58863
2012-02-24D21:00:00.000000000,1.5884,1.588553
2012-02-24D21:30:00.000000000,1.58875,1.588619
2012-02-26D22:00:00.000000000,1.58972,1.588986
2012-02-26D22:30:00.000000000,1.58925,1.589074
2012-02-26D23:00:00.000000000,1.58841,1.588853
2012-02-26D23:30:00.000000000,1.5882,1.588635
2012-02-27D00:00:00.000000000,1.587,1.58809
2012-02-27D00:30:00.000000000,1.58721,1.587797
2012-02-27D01:00:00.000000000,1.58745,1.587681
2012-02-27D01:30:00.000000000,1.58685,1.587404
2012-02-27D02:00:00.000000000,1.58699,1.587266
2012-02-27D02:30:00.000000000,1.5867,1.587077
2012-02-27D03:00:00.000000000,1.58639,1.586848
2012-02-27D03:30:00.000000000,1.58637,1.586689
2012-02-27D04:00:00.000000000,1.58689,1.586756
2012-02-27D04:30:00.000000000,1.58677,1.586761
2012-02-27D05:00:00.000000000,1.58648,1.586667
2012-02-27D05:30:00.000000000,1.58598,1.586438
2012-02-27D06:00:00.000000000,1.58607,1.586315
2012-02-27D06:30:00.000000000,1.58602,1.586217
2012-02-27D07:00:00.000000000,1.58642,1.586285
2012-02-27D07:30:00.000000000,1.58664,1.586403
2012-02-27D08:00:00.000000000,1.58644,1.586415
2012-02-27D08:30:00.000000000,1.5858,1.58621
2012-02-27D09:00:00.000000000,1.58675,1.58639
2012-02-27D09:30:00.000000000,1.58559,1.586123
2012-02-27D10:00:00.000000000,1.58567,1.585972
2012-02-27D10:30:00.000000000,1.58628,1.586075
2012-02-27D11:00:00.000000000,1.58675,1.5863
2012-02-27D11:30:00.000000000,1.58662,1.586407
2012-02-27D12:00:00.000000000,1.58375,1.585521
2012-02-27D12:30:00.000000000,1.58387,1.584971
2012-02-27D13:00:00.000000000,1.5849,1.584947
2012-02-27D13:30:00.000000000,1.58476,1.584885
2012-02-27D14:00:00.000000000,1.58336,1.584377
2012-02-27D14:30:00.000000000,1.58458,1.584444
2012-02-27D15:00:00.000000000,1.58528,1.584723
2012-02-27D15:30:00.000000000,1.58398,1.584475
2012-02-27D16:00:00.000000000,1.58365,1.5842
2012-02-27D16:30:00.000000000,1.5844,1.584267
2012-02-27D17:00:00.000000000,1.58348,1.584005
2012-02-27D17:30:00.000000000,1.58429,1.5841
2012-02-27D18:00:00.000000000,1.58299,1.58373
2012-02-27D18:30:00.000000000,1.58174,1.583067
2012-02-27D19:00:00.000000000,1.58204,1.582724
2012-02-27D19:30:00.000000000,1.58189,1.582446
2012-02-27D20:00:00.000000000,1.58202,1.582304
2012-02-27D20:30:00.000000000,1.58184,1.582149
2012-02-27D21:00:00.000000000,1.58173,1.58201
2012-02-27D21:30:00.000000000,1.58228,1.5821
2012-02-27D22:00:00.000000000,1.58188,1.582026
2012-02-27D22:30:00.000000000,1.58195,1.582001
2012-02-27D23:00:00.000000000,1.58311,1.582371
2012-02-27D23:30:00.000000000,1.58298,1.582574
2012-02-28D00:00:00.000000000,1.58344,1.582863
2012-02-28D00:30:00.000000000,1.58262,1.582782
2012-02-28D01:00:00.000000000,1.58282,1.582794
2012-02-28D01:30:00.000000000,1.58365,1.58308
2012-02-28D02:00:00.000000000,1.5836,1.583253
2012-02-28D02:30:00.000000000,1.58308,1.583195
2012-02-28D03:00:00.000000000,1.58324,1.58321
2012-02-28D03:30:00.000000000,1.58376,1.583394
2012-02-28D04:00:00.000000000,1.58411,1.583632
2012-02-28D04:30:00.000000000,1.58419,1.583818
2012-02-28D05:00:00.000000000,1.584,1.583879
2012-02-28D05:30:00.000000000,1.58447,1.584076
2012-02-28D06:00:00.000000000,1.58458,1.584244
2012-02-28D06:30:00.000000000,1.58438,1.584289
2012-02-28D07:00:00.000000000,1.58475,1.584443
2012-02-28D07:30:00.000000000,1.5862,1.585029
2012-02-28D08:00:00.000000000,1.58674,1.585599
2012-02-28D08:30:00.000000000,1.58591,1.585703
2012-02-28D09:00:00.000000000,1.58535,1.585585
2012-02-28D09:30:00.000000000,1.5858,1.585657
2012-02-28D10:00:00.000000000,1.58448,1.585265
2012-02-28D10:30:00.000000000,1.58508,1.585203
2012-02-28D11:00:00.000000000,1.58477,1.585059
2012-02-28D11:30:00.000000000,1.58495,1.585022
2012-02-28D12:00:00.000000000,1.58471,1.584918
2012-02-28D12:30:00.000000000,1.58523,1.585022
2012-02-28D13:00:00.000000000,1.58652,1.585521
2012-02-28D13:30:00.000000000,1.58551,1.585518
2012-02-28D14:00:00.000000000,1.58513,1.585388
2012-02-28D14:30:00.000000000,1.58365,1.584809
2012-02-28D15:00:00.000000000,1.58168,1.583766
2012-02-28D15:30:00.000000000,1.58367,1.583734
2012-02-28D16:00:00.000000000,1.58998,1.585816
2012-02-28D16:30:00.000000000,1.58852,1.586717
2012-02-28D17:00:00.000000000,1.58788,1.587105
2012-02-28D17:30:00.000000000,1.58804,1.587417
2012-02-28D18:00:00.000000000,1.58833,1.587721
2012-02-28D18:30:00.000000000,1.58756,1.587667
2012-02-28D19:00:00.000000000,1.5877,1.587678
2012-02-28D19:30:00.000000000,1.58893,1.588095
2012-02-28D20:00:00.000000000,1.58914,1.588444
2012-02-28D20:30:00.000000000,1.59067,1.589186
2012-02-29D21:00:00.000000000,1.59181,1.590061
2012-02-29D21:30:00.000000000,1.59161,1.590577
2012-02-29D22:00:00.000000000,1.59199,1.591048
2012-02-29D22:30:00.000000000,1.59201,1.591369
2012-02-29D23:00:00.000000000,1.59213,1.591622
2012-02-29D23:30:00.000000000,1.59201,1.591752
2012-03-01D00:00:00.000000000,1.59218,1.591894
