dt,c,ma
2012-02-15D18:45:00.000000000,1.57071,1.570295
2012-02-15D19:00:00.000000000,1.56848,1.56969
2012-02-15D19:15:00.000000000,1.56998,1.569787
2012-02-15D19:30:00.000000000,1.56925,1.569608
2012-02-15D19:45:00.000000000,1.56903,1.569415
2012-02-15D20:00:00.000000000,1.56917,1.569334
2012-02-15D20:15:00.000000000,1.56914,1.569269
2012-02-15D20:30:00.000000000,1.57026,1.569599
2012-02-15D20:45:00.000000000,1.56988,1.569693
2012-02-15D21:00:00.000000000,1.57005,1.569812
2012-02-15D21:15:00.000000000,1.56957,1.569731
2012-02-15D21:30:00.000000000,1.56905,1.569504
2012-02-15D21:45:00.000000000,1.5693,1.569436
2012-02-15D22:00:00.000000000,1.56916,1.569344
2012-02-15D22:15:00.000000000,1.56882,1.569169
2012-02-15D22:30:00.000000000,1.56881,1.56905
2012-02-15D22:45:00.000000000,1.56886,1.568986
2012-02-15D23:00:00.000000000,1.56865,1.568874
2012-02-15D23:15:00.000000000,1.56883,1.56886
2012-02-15D23:30:00.000000000,1.56936,1.569026
2012-02-15D23:45:00.000000000,1.56837,1.568808
2012-02-16D00:00:00.000000000,1.56871,1.568775
2012-02-16D00:15:00.000000000,1.56839,1.568647
2012-02-16D00:30:00.000000000,1.56848,1.568591
2012-02-16D00:45:00.000000000,1.56865,1.568611
2012-02-16D01:00:00.000000000,1.568,1.568407
2012-02-16D01:15:00.000000000,1.56819,1.568335
2012-02-16D01:30:00.000000000,1.568,1.568223
2012-02-16D01:45:00.000000000,1.56808,1.568175
2012-02-16D02:00:00.000000000,1.56748,1.567944
2012-02-16D02:15:00.000000000,1.56658,1.567489
2012-02-16D02:30:00.000000000,1.56768,1.567553
2012-02-16D02:45:00.000000000,1.5673,1.567468
2012-02-16D03:00:00.000000000,1.56707,1.567336
2012-02-16D03:15:00.000000000,1.56706,1.567244
2012-02-16D03:30:00.000000000,1.56759,1.567359
2012-02-16D03:45:00.000000000,1.56773,1.567483
2012-02-16D04:00:00.000000000,1.56743,1.567465
2012-02-16D04:15:00.000000000,1.56757,1.5675
2012-02-16D04:30:00.000000000,1.56761,1.567537
2012-02-16D04:45:00.000000000,1.56696,1.567345
2012-02-16D05:00:00.000000000,1.56654,1.567076
2012-02-16D05:15:00.000000000,1.56677,1.566974
2012-02-16D05:30:00.000000000,1.56703,1.566993
2012-02-16D05:45:00.000000000,1.5668,1.566929
2012-02-16D06:00:00.000000000,1.56703,1.566962
2012-02-16D06:15:00.000000000,1.567,1.566975
2012-02-16D06:30:00.000000000,1.56671,1.566887
2012-02-16D06:45:00.000000000,1.56676,1.566844
2012-02-16D07:00:00.000000000,1.56775,1.567146
2012-02-16D07:15:00.000000000,1.56734,1.567211
2012-02-16D07:30:00.000000000,1.56811,1.567511
2012-02-16D07:45:00.000000000,1.56875,1.567924
2012-02-16D08:00:00.000000000,1.56814,1.567996
2012-02-16D08:15:00.000000000,1.56691,1.567634
2012-02-16D08:30:00.000000000,1.56657,1.567279
2012-02-16D08:45:00.000000000,1.56752,1.567359
2012-02-16D09:00:00.000000000,1.56729,1.567336
2012-02-16D09:15:00.000000000,1.56743,1.567368
2012-02-16D09:30:00.000000000,1.56757,1.567435
2012-02-16D09:45:00.000000000,1.56754,1.56747
2012-02-16D10:00:00.000000000,1.56759,1.56751
2012-02-16D10:15:00.000000000,1.56796,1.56766
2012-02-16D10:30:00.000000000,1.56683,1.567383
2012-02-16D10:45:00.000000000,1.56775,1.567506
2012-02-16D11:00:00.000000000,1.56708,1.567364
2012-02-16D11:15:00.000000000,1.56745,1.567392
2012-02-16D11:30:00.000000000,1.56774,1.567508
2012-02-16D11:45:00.000000000,1.568,1.567672
2012-02-16D12:00:00.000000000,1.5685,1.567948
2012-02-16D12:15:00.000000000,1.56788,1.567925
2012-02-16D12:30:00.000000000,1.5671,1.56765
2012-02-16D12:45:00.000000000,1.56655,1.567284
2012-02-16D13:00:00.000000000,1.56697,1.567179
2012-02-16D13:15:00.000000000,1.56697,1.567109
2012-02-16D13:30:00.000000000,1.56821,1.567476
2012-02-16D13:45:00.000000000,1.56729,1.567414
2012-02-16D14:00:00.000000000,1.56922,1.568016
2012-02-16D14:15:00.000000000,1.56933,1.568454
2012-02-16D14:30:00.000000000,1.56926,1.568723
2012-02-16D14:45:00.000000000,1.57014,1.569195
2012-02-16D15:00:00.000000000,1.57238,1.570257
2012-02-16D15:15:00.000000000,1.57505,1.571855
2012-02-16D15:30:00.000000000,1.57579,1.573166
2012-02-16D15:45:00.000000000,1.57482,1.573718
2012-02-16D16:00:00.000000000,1.5746,1.574012
2012-02-16D16:15:00.000000000,1.57534,1.574454
2012-02-16D16:30:00.000000000,1.57746,1.575456
2012-02-16D16:45:00.000000000,1.57937,1.576761
2012-02-16D17:00:00.000000000,1.5789,1.577474
2012-02-16D17:15:00.000000000,1.57906,1.578003
2012-02-16D17:30:00.000000000,1.57866,1.578222
2012-02-16D17:45:00.000000000,1.57832,1.578254
2012-02-16D18:00:00.000000000,1.57957,1.578693
2012-02-16D18:15:00.000000000,1.57895,1.578779
2012-02-16D18:30:00.000000000,1.57947,1.579009
2012-02-16D18:45:00.000000000,1.57908,1.579033
2012-02-16D19:00:00.000000000,1.57911,1.579058
2012-02-16D19:15:00.000000000,1.58029,1.579469
2012-02-16D19:30:00.000000000,1.58009,1.579676
2012-02-16D19:45:00.000000000,1.5801,1.579817
2012-02-16D20:00:00.000000000,1.58013,1.579922
2012-02-16D20:15:00.000000000,1.58007,1.579971
2012-02-16D20:30:00.000000000,1.5808,1.580247
2012-02-16D20:45:00.000000000,1.58033,1.580275
2012-02-16D21:00:00.000000000,1.58026,1.58027
2012-02-16D21:15:00.000000000,1.58023,1.580257
2012-02-16D21:30:00.000000000,1.5799,1.580138
2012-02-16D21:45:00.000000000,1.57997,1.580082
2012-02-16D22:00:00.000000000,1.57969,1.579951
2012-02-16D22:15:00.000000000,1.57934,1.579747
2012-02-16D22:30:00.000000000,1.58029,1.579928
2012-02-16D22:45:00.000000000,1.58041,1.580089
2012-02-16D23:00:00.000000000,1.58003,1.580069
2012-02-16D23:15:00.000000000,1.58056,1.580233
2012-02-16D23:30:00.000000000,1.58032,1.580262
2012-02-16D23:45:00.000000000,1.5804,1.580308
2012-02-17D00:00:00.000000000,1.58056,1.580392
2012-02-17D00:15:00.000000000,1.58064,1.580475
2012-02-17D00:30:00.000000000,1.58128,1.580743
2012-02-17D00:45:00.000000000,1.58099,1.580825
2012-02-17D01:00:00.000000000,1.58092,1.580857
2012-02-17D01:15:00.000000000,1.58075,1.580821
2012-02-17D01:30:00.000000000,1.58161,1.581084
2012-02-17D01:45:00.000000000,1.58132,1.581163
2012-02-17D02:00:00.000000000,1.5812,1.581175
2012-02-17D02:15:00.000000000,1.58054,1.580963
2012-02-17D02:30:00.000000000,1.5805,1.580809
2012-02-17D02:45:00.000000000,1.58059,1.580736
2012-02-17D03:00:00.000000000,1.58047,1.580647
2012-02-17D03:15:00.000000000,1.5804,1.580565
2012-02-17D03:30:00.000000000,1.57999,1.580373
2012-02-17D03:45:00.000000000,1.58048,1.580409
2012-02-17D04:00:00.000000000,1.58062,1.580479
2012-02-17D04:15:00.000000000,1.58045,1.580469
2012-02-17D04:30:00.000000000,1.58052,1.580486
2012-02-17D04:45:00.000000000,1.58055,1.580508
2012-02-17D05:00:00.000000000,1.58057,1.580528
2012-02-17D05:15:00.000000000,1.58066,1.580572
2012-02-17D05:30:00.000000000,1.58082,1.580655
2012-02-17D05:45:00.000000000,1.58037,1.58056
2012-02-17D06:00:00.000000000,1.58056,1.58056
2012-02-17D06:15:00.000000000,1.57972,1.58028
2012-02-17D06:30:00.000000000,1.57952,1.580027
2012-02-17D06:45:00.000000000,1.57941,1.579821
2012-02-17D07:00:00.000000000,1.57982,1.579821
2012-02-17D07:15:00.000000000,1.57996,1.579867
2012-02-17D07:30:00.000000000,1.58043,1.580055
2012-02-17D07:45:00.000000000,1.58068,1.580263
2012-02-17D08:00:00.000000000,1.57981,1.580112
2012-02-17D08:15:00.000000000,1.57929,1.579838
2012-02-17D08:30:00.000000000,1.5798,1.579825
2012-02-17D08:45:00.000000000,1.57972,1.57979
2012-02-17D09:00:00.000000000,1.58172,1.580434
2012-02-17D09:15:00.000000000,1.58187,1.580912
2012-02-17D09:30:00.000000000,1.58517,1.582332
2012-02-17D09:45:00.000000000,1.58515,1.583271
2012-02-17D10:00:00.000000000,1.58504,1.583861
2012-02-17D10:15:00.000000000,1.58402,1.583914
2012-02-17D10:30:00.000000000,1.58458,1.584136
2012-02-17D10:45:00.000000000,1.58412,1.584131
2012-02-17D11:00:00.000000000,1.5839,1.584054
2012-02-17D11:15:00.000000000,1.58464,1.584249
2012-02-17D11:30:00.000000000,1.58304,1.583846
2012-02-17D11:45:00.000000000,1.58292,1.583537
2012-02-17D12:00:00.000000000,1.5839,1.583658
2012-02-17D12:15:00.000000000,1.58381,1.583709
2012-02-17D12:30:00.000000000,1.58342,1.583613
2012-02-17D12:45:00.000000000,1.58483,1.584018
2012-02-17D13:00:00.000000000,1.5832,1.583746
2012-02-17D13:15:00.000000000,1.58408,1.583857
2012-02-17D13:30:00.000000000,1.58243,1.583381
2012-02-17D13:45:00.000000000,1.58164,1.582801
2012-02-17D14:00:00.000000000,1.58211,1.582571
2012-02-17D14:15:00.000000000,1.5831,1.582747
2012-02-17D14:30:00.000000000,1.58261,1.582701
2012-02-17D14:45:00.000000000,1.58139,1.582264
2012-02-17D15:00:00.000000000,1.5804,1.581643
2012-02-17D15:15:00.000000000,1.58147,1.581585
2012-02-17D15:30:00.000000000,1.58189,1.581687
2012-02-17D15:45:00.000000000,1.58147,1.581615
2012-02-17D16:00:00.000000000,1.5812,1.581476
2012-02-17D16:15:00.000000000,1.58114,1.581364
2012-02-17D16:30:00.000000000,1.58161,1.581446
2012-02-17D16:45:00.000000000,1.58132,1.581404
2012-02-17D17:00:00.000000000,1.5823,1.581703
2012-02-17D17:15:00.000000000,1.58225,1.581885
2012-02-17D17:30:00.000000000,1.58216,1.581977
2012-02-17D17:45:00.000000000,1.58338,1.582445
2012-02-17D18:00:00.000000000,1.58319,1.582693
2012-02-17D18:15:00.000000000,1.58284,1.582742
2012-02-17D18:30:00.000000000,1.58342,1.582968
2012-02-17D18:45:00.000000000,1.58311,1.583015
2012-02-17D19:00:00.000000000,1.58336,1.58313
2012-02-17D19:15:00.000000000,1.58344,1.583233
2012-02-17D19:30:00.000000000,1.58353,1.583332
2012-02-17D19:45:00.000000000,1.58418,1.583615
2012-02-17D20:00:00.000000000,1.58428,1.583837
2012-02-17D20:15:00.000000000,1.58354,1.583738
2012-02-17D20:30:00.000000000,1.58354,1.583672
2012-02-17D20:45:00.000000000,1.58332,1.583555
2012-02-17D21:00:00.000000000,1.58381,1.58364
2012-02-17D21:15:00.000000000,1.58347,1.583583
2012-02-17D21:30:00.000000000,1.58272,1.583295
2012-02-17D21:45:00.000000000,1.58441,1.583667
2012-02-19D22:00:00.000000000,1.58633,1.584555
2012-02-19D22:15:00.000000000,1.58493,1.58468
2012-02-19D22:30:00.000000000,1.5859,1.585087
2012-02-19D22:45:00.000000000,1.58593,1.585368
2012-02-19D23:00:00.000000000,1.58719,1.585975
2012-02-19D23:15:00.000000000,1.58658,1.586177
2012-02-19D23:30:00.000000000,1.5867,1.586351
2012-02-19D23:45:00.000000000,1.58642,1.586374
2012-02-20D00:00:00.000000000,1.58731,1.586686
2012-02-20D00:15:00.000000000,1.5871,1.586824
2012-02-20D00:30:00.000000000,1.5875,1.587049
2012-02-20D00:45:00.000000000,1.58774,1.58728
2012-02-20D01:00:00.000000000,1.58756,1.587373
2012-02-20D01:15:00.000000000,1.58729,1.587345
2012-02-20D01:30:00.000000000,1.58729,1.587327
2012-02-20D01:45:00.000000000,1.58747,1.587375
2012-02-20D02:00:00.000000000,1.58744,1.587396
2012-02-20D02:15:00.000000000,1.58759,1.587461
2012-02-20D02:30:00.000000000,1.58758,1.587501
2012-02-20D02:45:00.000000000,1.58739,1.587464
2012-02-20D03:00:00.000000000,1.58732,1.587416
2012-02-20D03:15:00.000000000,1.58778,1.587537
2012-02-20D03:30:00.000000000,1.58775,1.587608
2012-02-20D03:45:00.000000000,1.58776,1.587659
2012-02-20D04:00:00.000000000,1.58759,1.587636
2012-02-20D04:15:00.000000000,1.58753,1.587601
2012-02-20D04:30:00.000000000,1.58742,1.58754
2012-02-20D04:45:00.000000000,1.58747,1.587517
2012-02-20D05:00:00.000000000,1.58731,1.587448
2012-02-20D05:15:00.000000000,1.58717,1.587355
2012-02-20D05:30:00.000000000,1.58726,1.587324
2012-02-20D05:45:00.000000000,1.5872,1.587282
2012-02-20D06:00:00.000000000,1.58695,1.587172
2012-02-20D06:15:00.000000000,1.58743,1.587258
2012-02-20D06:30:00.000000000,1.58739,1.587302
2012-02-20D06:45:00.000000000,1.58718,1.587261
2012-02-20D07:00:00.000000000,1.58677,1.587097
2012-02-20D07:15:00.000000000,1.58562,1.586605
2012-02-20D07:30:00.000000000,1.58573,1.586313
2012-02-20D07:45:00.000000000,1.58597,1.586199
2012-02-20D08:00:00.000000000,1.58557,1.585989
2012-02-20D08:15:00.000000000,1.58592,1.585966
2012-02-20D08:30:00.000000000,1.58602,1.585984
2012-02-20D08:45:00.000000000,1.58515,1.585706
2012-02-20D09:00:00.000000000,1.58625,1.585887
2012-02-20D09:15:00.000000000,1.5862,1.585992
2012-02-20D09:30:00.000000000,1.58605,1.586011
2012-02-20D09:45:00.000000000,1.58597,1.585997
2012-02-20D10:00:00.000000000,1.58438,1.585458
2012-02-20D10:15:00.000000000,1.58511,1.585342
2012-02-20D10:30:00.000000000,1.58453,1.585071
2012-02-20D10:45:00.000000000,1.58468,1.584941
2012-02-20D11:00:00.000000000,1.5862,1.585361
2012-02-20D11:15:00.000000000,1.58771,1.586144
2012-02-20D11:30:00.000000000,1.58721,1.586499
2012-02-20D11:45:00.000000000,1.58717,1.586723
2012-02-20D12:00:00.000000000,1.58686,1.586769
2012-02-20D12:15:00.000000000,1.58619,1.586576
2012-02-20D12:30:00.000000000,1.58556,1.586237
2012-02-20D12:45:00.000000000,1.58643,1.586301
2012-02-20D13:00:00.000000000,1.58605,1.586218
2012-02-20D13:15:00.000000000,1.58681,1.586415
2012-02-20D13:30:00.000000000,1.58653,1.586453
2012-02-20D13:45:00.000000000,1.58635,1.586419
2012-02-20D14:00:00.000000000,1.58561,1.586149
2012-02-20D14:15:00.000000000,1.58593,1.586076
2012-02-20D14:30:00.000000000,1.58606,1.586071
2012-02-20D14:45:00.000000000,1.58487,1.585671
2012-02-20D15:00:00.000000000,1.58537,1.58557
2012-02-20D15:15:00.000000000,1.58598,1.585707
2012-02-20D15:30:00.000000000,1.58648,1.585965
2012-02-20D15:45:00.000000000,1.58697,1.5863
2012-02-20D16:00:00.000000000,1.58692,1.586506
2012-02-20D16:15:00.000000000,1.58629,1.586434
2012-02-20D16:30:00.000000000,1.58528,1.58605
2012-02-20D16:45:00.000000000,1.58491,1.58567
2012-02-20D17:00:00.000000000,1.58437,1.585236
2012-02-20D17:15:00.000000000,1.58473,1.585068
2012-02-20D17:30:00.000000000,1.58434,1.584825
2012-02-20D17:45:00.000000000,1.5846,1.58475
2012-02-20D18:00:00.000000000,1.58484,1.58478
2012-02-20D18:15:00.000000000,1.58495,1.584837
2012-02-20D18:30:00.000000000,1.58477,1.584814
2012-02-20D18:45:00.000000000,1.58489,1.58484
2012-02-20D19:00:00.000000000,1.58449,1.584723
2012-02-20D19:15:00.000000000,1.58479,1.584745
2012-02-20D19:30:00.000000000,1.5848,1.584764
2012-02-20D19:45:00.000000000,1.58416,1.584562
2012-02-20D20:00:00.000000000,1.58462,1.584582
2012-02-20D20:15:00.000000000,1.58479,1.584651
2012-02-20D20:30:00.000000000,1.58481,1.584704
2012-02-20D20:45:00.000000000,1.58471,1.584706
2012-02-20D21:00:00.000000000,1.58452,1.584644
2012-02-20D21:15:00.000000000,1.58469,1.584659
2012-02-20D21:30:00.000000000,1.58498,1.584766
2012-02-20D21:45:00.000000000,1.58485,1.584794
2012-02-20D22:00:00.000000000,1.58488,1.584823
2012-02-20D22:15:00.000000000,1.58446,1.584702
2012-02-20D22:30:00.000000000,1.58484,1.584748
2012-02-20D22:45:00.000000000,1.58384,1.584445
2012-02-20D23:00:00.000000000,1.58335,1.58408
2012-02-20D23:15:00.000000000,1.58231,1.58349
2012-02-20D23:30:00.000000000,1.58267,1.583217
2012-02-20D23:45:00.000000000,1.58278,1.583071
2012-02-21D00:00:00.000000000,1.58273,1.582957
2012-02-21D00:15:00.000000000,1.5827,1.582872
2012-02-21D00:30:00.000000000,1.58286,1.582868
2012-02-21D00:45:00.000000000,1.58291,1.582882
2012-02-21D01:00:00.000000000,1.5829,1.582888
2012-02-21D01:15:00.000000000,1.58251,1.582762
2012-02-21D01:30:00.000000000,1.58264,1.582721
2012-02-21D01:45:00.000000000,1.58222,1.582554
2012-02-21D02:00:00.000000000,1.5819,1.582336
2012-02-21D02:15:00.000000000,1.58198,1.582217
2012-02-21D02:30:00.000000000,1.58107,1.581835
2012-02-21D02:45:00.000000000,1.58374,1.58247
2012-02-21D03:00:00.000000000,1.58542,1.583453
2012-02-21D03:15:00.000000000,1.58466,1.583856
2012-02-21D03:30:00.000000000,1.58408,1.58393
2012-02-21D03:45:00.000000000,1.58399,1.58395
2012-02-21D04:00:00.000000000,1.58398,1.58396
2012-02-21D04:15:00.000000000,1.58405,1.58399
2012-02-21D04:30:00.000000000,1.58404,1.584007
2012-02-21D04:45:00.000000000,1.58496,1.584324
2012-02-21D05:00:00.000000000,1.58482,1.58449
2012-02-21D05:15:00.000000000,1.58514,1.584706
2012-02-21D05:30:00.000000000,1.5853,1.584904
2012-02-21D05:45:00.000000000,1.5854,1.58507
2012-02-21D06:00:00.000000000,1.5846,1.584913
2012-02-21D06:15:00.000000000,1.58559,1.585139
2012-02-21D06:30:00.000000000,1.58562,1.585299
2012-02-21D06:45:00.000000000,1.58579,1.585463
2012-02-21D07:00:00.000000000,1.58443,1.585118
2012-02-21D07:15:00.000000000,1.58442,1.584886
2012-02-21D07:30:00.000000000,1.58511,1.58496
2012-02-21D07:45:00.000000000,1.58581,1.585244
2012-02-21D08:00:00.000000000,1.58486,1.585116
2012-02-21D08:15:00.000000000,1.58421,1.584814
2012-02-21D08:30:00.000000000,1.5844,1.584676
2012-02-21D08:45:00.000000000,1.58517,1.584841
2012-02-21D09:00:00.000000000,1.58571,1.58513
2012-02-21D09:15:00.000000000,1.58455,1.584937
2012-02-21D09:30:00.000000000,1.58549,1.585121
2012-02-21D09:45:00.000000000,1.58439,1.584878
2012-02-21D10:00:00.000000000,1.58269,1.584148
2012-02-21D10:15:00.000000000,1.58184,1.583379
2012-02-21D10:30:00.000000000,1.5803,1.582353
2012-02-21D10:45:00.000000000,1.58107,1.581925
2012-02-21D11:00:00.000000000,1.57984,1.58123
2012-02-21D11:15:00.000000000,1.58064,1.581033
2012-02-21D11:30:00.000000000,1.5798,1.580622
2012-02-21D11:45:00.000000000,1.5801,1.580448
2012-02-21D12:00:00.000000000,1.58089,1.580595
2012-02-21D12:15:00.000000000,1.5814,1.580864
2012-02-21D12:30:00.000000000,1.58205,1.581259
2012-02-21D12:45:00.000000000,1.58148,1.581333
2012-02-21D13:00:00.000000000,1.58081,1.581158
2012-02-21D13:15:00.000000000,1.58065,1.580989
2012-02-21D13:30:00.000000000,1.57792,1.579966
2012-02-21D13:45:00.000000000,1.57879,1.579574
2012-02-21D14:00:00.000000000,1.57947,1.579539
2012-02-21D14:15:00.000000000,1.57979,1.579623
2012-02-21D14:30:00.000000000,1.57954,1.579595
2012-02-21D14:45:00.000000000,1.57838,1.57919
2012-02-21D15:00:00.000000000,1.57907,1.57915
2012-02-21D15:15:00.000000000,1.57893,1.579077
2012-02-21D15:30:00.000000000,1.58019,1.579448
2012-02-21D15:45:00.000000000,1.58194,1.580279
2012-02-21D16:00:00.000000000,1.5805,1.580352
2012-02-21D16:15:00.000000000,1.58028,1.580328
2012-02-21D16:30:00.000000000,1.57968,1.580112
2012-02-21D16:45:00.000000000,1.57949,1.579905
2012-02-21D17:00:00.000000000,1.58033,1.580047
2012-02-21D17:15:00.000000000,1.58048,1.580191
2012-02-21D17:30:00.000000000,1.5798,1.580061
2012-02-21D17:45:00.000000000,1.57951,1.579877
2012-02-21D18:00:00.000000000,1.58002,1.579925
2012-02-21D18:15:00.000000000,1.58022,1.580023
2012-02-21D18:30:00.000000000,1.57992,1.579989
2012-02-21D18:45:00.000000000,1.57864,1.579539
2012-02-21D19:00:00.000000000,1.57861,1.579229
2012-02-21D19:15:00.000000000,1.57889,1.579116
2012-02-21D19:30:00.000000000,1.57853,1.578921
2012-02-21D19:45:00.000000000,1.57841,1.578751
2012-02-21D20:00:00.000000000,1.57762,1.578374
2012-02-21D20:15:00.000000000,1.57818,1.578309
2012-02-21D20:30:00.000000000,1.5784,1.578339
2012-02-21D20:45:00.000000000,1.5781,1.57826
2012-02-21D21:00:00.000000000,1.57847,1.57833
2012-02-21D21:15:00.000000000,1.57843,1.578363
2012-02-21D21:30:00.000000000,1.57822,1.578315
2012-02-21D21:45:00.000000000,1.57773,1.57812
2012-02-21D22:00:00.000000000,1.57814,1.578127
2012-02-21D22:15:00.000000000,1.57771,1.577988
2012-02-21D22:30:00.000000000,1.57781,1.577929
2012-02-21D22:45:00.000000000,1.5779,1.577919
2012-02-21D23:00:00.000000000,1.57767,1.577836
2012-02-21D23:15:00.000000000,1.5783,1.577991
2012-02-21D23:30:00.000000000,1.57843,1.578137
2012-02-21D23:45:00.000000000,1.57903,1.578435
2012-02-22D00:00:00.000000000,1.57824,1.57837
2012-02-22D00:15:00.000000000,1.57802,1.578253
2012-02-22D00:30:00.000000000,1.57811,1.578205
2012-02-22D00:45:00.000000000,1.57774,1.57805
2012-02-22D01:00:00.000000000,1.57727,1.57779
2012-02-22D01:15:00.000000000,1.57668,1.57742
2012-02-22D01:30:00.000000000,1.57669,1.577177
2012-02-22D01:45:00.000000000,1.57681,1.577055
2012-02-22D02:00:00.000000000,1.57697,1.577026
2012-02-22D02:15:00.000000000,1.57754,1.577198
2012-02-22D02:30:00.000000000,1.57736,1.577252
2012-02-22D02:45:00.000000000,1.57696,1.577154
2012-02-22D03:00:00.000000000,1.57762,1.57731
2012-02-22D03:15:00.000000000,1.57765,1.577423
2012-02-22D03:30:00.000000000,1.5783,1.577715
2012-02-22D03:45:00.000000000,1.57867,1.578034
2012-02-22D04:00:00.000000000,1.57859,1.578219
2012-02-22D04:15:00.000000000,1.57842,1.578286
2012-02-22D04:30:00.000000000,1.57834,1.578304
2012-02-22D04:45:00.000000000,1.57821,1.578273
2012-02-22D05:00:00.000000000,1.57809,1.578212
2012-02-22D05:15:00.000000000,1.57798,1.578135
2012-02-22D05:30:00.000000000,1.57888,1.578383
2012-02-22D05:45:00.000000000,1.57898,1.578582
2012-02-22D06:00:00.000000000,1.57884,1.578668
2012-02-22D06:15:00.000000000,1.579,1.578779
2012-02-22D06:30:00.000000000,1.57963,1.579062
2012-02-22D06:45:00.000000000,1.57927,1.579132
2012-02-22D07:00:00.000000000,1.57911,1.579124
2012-02-22D07:15:00.000000000,1.57898,1.579076
2012-02-22D07:30:00.000000000,1.57961,1.579254
2012-02-22D07:45:00.000000000,1.58032,1.579609
2012-02-22D08:00:00.000000000,1.57777,1.578996
2012-02-22D08:15:00.000000000,1.5773,1.578431
2012-02-22D08:30:00.000000000,1.57688,1.577914
2012-02-22D08:45:00.000000000,1.5773,1.577709
2012-02-22D09:00:00.000000000,1.57657,1.57733
2012-02-22D09:15:00.000000000,1.57744,1.577366
2012-02-22D09:30:00.000000000,1.57045,1.575061
2012-02-22D09:45:00.000000000,1.57022,1.573447
2012-02-22D10:00:00.000000000,1.57077,1.572555
2012-02-22D10:15:00.000000000,1.57175,1.572287
2012-02-22D10:30:00.000000000,1.57222,1.572264
2012-02-22D10:45:00.000000000,1.57225,1.57226
2012-02-22D11:00:00.000000000,1.57111,1.571876
2012-02-22D11:15:00.000000000,1.57112,1.571624
2012-02-22D11:30:00.000000000,1.57059,1.57128
2012-02-22D11:45:00.000000000,1.57006,1.570873
2012-02-22D12:00:00.000000000,1.5694,1.570382
2012-02-22D12:15:00.000000000,1.56871,1.569825
2012-02-22D12:30:00.000000000,1.57009,1.569913
2012-02-22D12:45:00.000000000,1.56768,1.569169
2012-02-22D13:00:00.000000000,1.56746,1.568599
2012-02-22D13:15:00.000000000,1.56694,1.568046
2012-02-22D13:30:00.000000000,1.56627,1.567454
2012-02-22D13:45:00.000000000,1.56753,1.567479
2012-02-22D14:00:00.000000000,1.56764,1.567533
2012-02-22D14:15:00.000000000,1.56599,1.567019
2012-02-22D14:30:00.000000000,1.56539,1.566476
2012-02-22D14:45:00.000000000,1.56603,1.566327
2012-02-22D15:00:00.000000000,1.56583,1.566161
2012-02-22D15:15:00.000000000,1.56734,1.566554
2012-02-22D15:30:00.000000000,1.56722,1.566776
2012-02-22D15:45:00.000000000,1.5668,1.566784
2012-02-22D16:00:00.000000000,1.56834,1.567303
2012-02-22D16:15:00.000000000,1.56811,1.567572
2012-02-22D16:30:00.000000000,1.56731,1.567485
2012-02-22D16:45:00.000000000,1.56759,1.56752
2012-02-22D17:00:00.000000000,1.56685,1.567296
2012-02-22D17:15:00.000000000,1.56713,1.567241
2012-02-22D17:30:00.000000000,1.56712,1.567201
2012-02-22D17:45:00.000000000,1.56634,1.566914
2012-02-22D18:00:00.000000000,1.56714,1.566989
2012-02-22D18:15:00.000000000,1.56762,1.567199
2012-02-22D18:30:00.000000000,1.56792,1.56744
2012-02-22D18:45:00.000000000,1.56797,1.567616
2012-02-22D19:00:00.000000000,1.5678,1.567678
2012-02-22D19:15:00.000000000,1.56778,1.567712
2012-02-22D19:30:00.000000000,1.56715,1.567524
2012-02-22D19:45:00.000000000,1.56719,1.567413
2012-02-22D20:00:00.000000000,1.56792,1.567582
2012-02-22D20:15:00.000000000,1.56731,1.567491
2012-02-22D20:30:00.000000000,1.56715,1.567378
2012-02-22D20:45:00.000000000,1.56671,1.567155
2012-02-22D21:00:00.000000000,1.56657,1.56696
2012-02-22D21:15:00.000000000,1.56654,1.56682
2012-02-22D21:30:00.000000000,1.56647,1.566703
2012-02-22D21:45:00.000000000,1.56676,1.566722
2012-02-22D22:00:00.000000000,1.56694,1.566795
2012-02-22D22:15:00.000000000,1.56672,1.56677
2012-02-22D22:30:00.000000000,1.56665,1.56673
2012-02-22D22:45:00.000000000,1.56678,1.566747
2012-02-22D23:00:00.000000000,1.56604,1.566511
2012-02-22D23:15:00.000000000,1.56618,1.566401
2012-02-22D23:30:00.000000000,1.56618,1.566327
2012-02-22D23:45:00.000000000,1.56695,1.566535
2012-02-23D00:00:00.000000000,1.56673,1.5666
2012-02-23D00:15:00.000000000,1.56627,1.56649
2012-02-23D00:30:00.000000000,1.56611,1.566363
2012-02-23D00:45:00.000000000,1.56562,1.566116
2012-02-23D01:00:00.000000000,1.56523,1.56582
2012-02-23D01:15:00.000000000,1.56589,1.565844
2012-02-23D01:30:00.000000000,1.56619,1.565959
2012-02-23D01:45:00.000000000,1.56622,1.566046
2012-02-23D02:00:00.000000000,1.56642,1.566171
2012-02-23D02:15:00.000000000,1.56632,1.56622
2012-02-23D02:30:00.000000000,1.5666,1.566347
2012-02-23D02:45:00.000000000,1.5668,1.566498
2012-02-23D03:00:00.000000000,1.56699,1.566662
2012-02-23D03:15:00.000000000,1.56664,1.566655
2012-02-23D03:30:00.000000000,1.56711,1.566806
2012-02-23D03:45:00.000000000,1.56725,1.566954
2012-02-23D04:00:00.000000000,1.567,1.56697
